gene	phenotyp
FAT2	Spinocerebellar-ataxia-45,-617769-(3),-Autosomal-dominant
FAT4	Van-Maldergem-syndrome-2,-615546-(3),-Autosomal-recessive;-Hennekam-lymphangiectasia-lymphedema-syndrome-2,-616006-(3),-Autosomal-recessive
FBLN5	Cutis-laxa,-autosomal-recessive,-type-IA,-219100-(3),-Autosomal-recessive;-Charcot-Marie-Tooth-disease,-demyelinating,-type-1H,-619764-(3),-Autosomal-dominant;-Macular-degeneration,-age-related,-3,-608895-(3),-Autosomal-dominant;-?Cutis-laxa,-autosomal-dominant-2,-614434-(3),-Autosomal-dominant
FBN1	Geleophysic-dysplasia-2,-614185-(3),-Autosomal-dominant;-Weill-Marchesani-syndrome-2,-dominant,-608328-(3),-Autosomal-dominant;-Ectopia-lentis,-familial,-129600-(3),-Autosomal-dominant;-MASS-syndrome,-604308-(3),-Autosomal-dominant;-Marfan-lipodystrophy-syndrome,-616914-(3),-Autosomal-dominant;-Acromicric-dysplasia,-102370-(3),-Autosomal-dominant;-Marfan-syndrome,-154700-(3),-Autosomal-dominant;-Stiff-skin-syndrome,-184900-(3),-Autosomal-dominant
FBN2	Macular-degeneration,-early-onset,-616118-(3),-Autosomal-dominant;-Contractural-arachnodactyly,-congenital,-121050-(3),-Autosomal-dominant
FBP1	Fructose-1,6-bisphosphatase-deficiency,-229700-(3),-Autosomal-recessive
FBP2	?Leukodystrophy,-childhood-onset,-remitting,-619864-(3),-Autosomal-dominant
FBXL3	Intellectual-developmental-disorder-with-short-stature,-facial-anomalies,-and-speech-defects,-606220-(3),-Autosomal-recessive
FBXL4	Mitochondrial-DNA-depletion-syndrome-13-(encephalomyopathic-type),-615471-(3),-Autosomal-recessive
FBXL8	Cataract-5,-multiple-types,-116800-(3),-Autosomal-dominant
FBXO11	Intellectual-developmental-disorder-with-dysmorphic-facies-and-behavioral-abnormalities,-618089-(3),-Autosomal-dominant
FBXO11	Lynch-syndrome-5,-614350-(3),-Autosomal-dominant;-Mismatch-repair-cancer-syndrome-3,-619097-(3),-Autosomal-recessive;-{Endometrial-cancer,-familial},-608089-(3),-Autosomal-dominant,-Somatic-mutation
FBXO22	Tayoun-Maawali-syndrome,-621184-(3),-Autosomal-recessive
FBXO28	Developmental-and-epileptic-encephalopathy-100,-619777-(3),-Autosomal-dominant
FBXO31	?Intellectual-developmental-disorder,-autosomal-recessive-45,-615979-(3),-Autosomal-recessive
FBXO36	Intellectual-developmental-disorder,-autosomal-dominant-49,-617752-(3),-Autosomal-dominant
FBXO38	Neuronopathy,-distal-hereditary-motor,-autosomal-dominant-6,-615575-(3),-Autosomal-dominant
FBXO43	Spermatogenic-failure-64,-619696-(3),-Autosomal-recessive;-Oocyte/zygote/embryo-maturation-arrest-12,-619697-(3),-Autosomal-recessive
FBXO7	Parkinson-disease-15,-autosomal-recessive,-260300-(3),-Autosomal-recessive
FBXW11	Neurodevelopmental,-jaw,-eye,-and-digital-syndrome,-618914-(3),-Autosomal-dominant
FBXW7	Developmental-delay,-hypotonia,-and-impaired-language,-620012-(3),-Autosomal-dominant
FCGR1A	[IgG-receptor-I,-phagocytic,-familial-deficiency-of]-(3)
FCGR2A	{Malaria,-severe,-susceptibility-to},-611162-(3);-{Pseudomonas-aeruginosa,-susceptibility-to-chronic-infection-by,-in-cystic-fibrosis},-219700-(3),-Autosomal-recessive;-{Lupus-nephritis,-susceptibility-to},-152700-(3),-Autosomal-dominant
FCGR2B	{Systemic-lupus-erythematosus,-susceptibility-to},-152700-(3),-Autosomal-dominant;-{Malaria,-resistance-to},-611162-(3)
FCGR3A	Immunodeficiency-20,-615707-(3),-Autosomal-recessive
FCHO1	Immunodeficiency-76,-619164-(3),-Autosomal-recessive
FCN3	Immunodeficiency-due-to-ficolin-3-deficiency,-613860-(3),-Autosomal-recessive
FCSK	Congenital-disorder-of-glycosylation-with-defective-fucosylation-2,-618324-(3),-Autosomal-recessive
FDFT1	Squalene-synthase-deficiency,-618156-(3),-Autosomal-recessive
FDPS	Porokeratosis-9,-multiple-types,-616631-(3),-Autosomal-dominant
FDPS,RUSC1,RUSC1-AS1	Porokeratosis-9,-multiple-types,-616631-(3),-Autosomal-dominant
FDX2	Mitochondrial-myopathy,-episodic,-with-optic-atrophy-and-reversible-leukoencephalopathy,-251900-(3),-Autosomal-recessive
FDXR	Multiple-mitochondrial-dysfunctions-syndrome-9B,-620887-(3),-Autosomal-recessive;-Auditory-neuropathy-and-optic-atrophy,-617717-(3),-Autosomal-recessive
FECH	Protoporphyria,-erythropoietic,-1,-177000-(3),-Autosomal-recessive
FEM1B	Neurodevelopmental-disorder-with-behavioral,-ear,-and-skeletal-abnormalities,-621263-(3),-Autosomal-dominant
FERMT1	Kindler-syndrome,-173650-(3),-Autosomal-recessive
FERMT3	Leukocyte-adhesion-deficiency,-type-III,-612840-(3),-Autosomal-recessive
FEZF1	Hypogonadotropic-hypogonadism-22,-with-or-without-anosmia,-616030-(3),-Autosomal-recessive
FFAR4	{Obesity,-susceptibility-to},-607514-(3)
FGA	Amyloidosis,-hereditary-systemic-2,-105200-(3),-Autosomal-dominant;-Hypodysfibrinogenemia,-congenital,-616004-(3),-Autosomal-dominant;-Dysfibrinogenemia,-congenital,-616004-(3),-Autosomal-dominant;-Afibrinogenemia,-congenital,-202400-(3),-Autosomal-recessive
FGB	Hypofibrinogenemia,-congenital,-202400-(3),-Autosomal-recessive;-Dysfibrinogenemia,-congenital,-616004-(3),-Autosomal-dominant;-Afibrinogenemia,-congenital,-202400-(3),-Autosomal-recessive
FGD1	Aarskog-Scott-syndrome,-305400-(3),-X-linked-recessive
FGD1	?Diamond-Blackfan-anemia-14-with-mandibulofacial-dysostosis,-300946-(3),-X-linked-recessive
FGD4	Charcot-Marie-Tooth-disease,-type-4H,-609311-(3),-Autosomal-recessive
FGF10	LADD-syndrome-3,-620193-(3),-Autosomal-dominant;-Aplasia-of-lacrimal-and-salivary-glands,-180920-(3),-Autosomal-dominant
FGF12	Developmental-and-epileptic-encephalopathy-47,-617166-(3),-Autosomal-dominant
FGF13	Developmental-and-epileptic-encephalopathy-90,-301058-(3),-X-linked;-Intellectual-developmental-disorder,-X-linked-110,-301095-(3),-X-linked-recessive
FGF14	Spinocerebellar-ataxia-27A,-193003-(3),-Autosomal-dominant;-Spinocerebellar-ataxia-27B,-late-onset,-620174-(3),-Autosomal-dominant
FGF16	Metacarpal-4-5-fusion,-309630-(3),-X-linked-recessive
FGF17	Hypogonadotropic-hypogonadism-20-with-or-without-anosmia,-615270-(3),-Autosomal-dominant
FGF20	?Renal-hypodysplasia/aplasia-2,-615721-(3),-Autosomal-recessive
FGF23	Tumoral-calcinosis,-hyperphosphatemic,-familial,-2,-617993-(3),-Autosomal-recessive;-Hypophosphatemic-rickets,-autosomal-dominant,-193100-(3),-Autosomal-dominant
FGF3	Deafness,-congenital-with-inner-ear-agenesis,-microtia,-and-microdontia,-610706-(3),-Autosomal-recessive
FGF4	Short-rib-thoracic-dysplasia-22-without-polydactyly,-621260-(3),-Autosomal-recessive
FGF5	Trichomegaly,-190330-(3),-Autosomal-recessive
FGF8	Hypogonadotropic-hypogonadism-6-with-or-without-anosmia,-612702-(3),-Autosomal-dominant
FGF9	Multiple-synostoses-syndrome-3,-612961-(3),-Autosomal-dominant
FGFR1	Pfeiffer-syndrome,-101600-(3),-Autosomal-dominant;-Hypogonadotropic-hypogonadism-2-with-or-without-anosmia,-147950-(3),-Autosomal-dominant;-Jackson-Weiss-syndrome,-123150-(3),-Autosomal-dominant;-Hartsfield-syndrome,-615465-(3),-Autosomal-dominant;-Trigonocephaly-1,-190440-(3),-Autosomal-dominant;-Osteoglophonic-dysplasia,-166250-(3),-Autosomal-dominant;-Encephalocraniocutaneous-lipomatosis,-somatic-mosaic,-613001-(3)
FGFR2	Bent-bone-dysplasia-syndrome,-614592-(3),-Autosomal-dominant;-LADD-syndrome-1,-149730-(3),-Autosomal-dominant;-Antley-Bixler-syndrome-without-genital-anomalies-or-disordered-steroidogenesis,-207410-(3),-Autosomal-dominant;-Scaphocephaly-and-Axenfeld-Rieger-anomaly-(3);-Jackson-Weiss-syndrome,-123150-(3),-Autosomal-dominant;-Gastric-cancer,-somatic,-613659-(3);-Craniofacial-skeletal-dermatologic-dysplasia,-101600-(3),-Autosomal-dominant;-Apert-syndrome,-101200-(3),-Autosomal-dominant;-Pfeiffer-syndrome,-101600-(3),-Autosomal-dominant;-Craniosynostosis,-nonspecific-(3);-?Scaphocephaly,-maxillary-retrusion,-and-impaired-intellectual-development,-609579-(3);-Beare-Stevenson-cutis-gyrata-syndrome,-123790-(3),-Autosomal-dominant;-Crouzon-syndrome,-123500-(3),-Autosomal-dominant;-Saethre-Chotzen-syndrome,-101400-(3),-Autosomal-dominant
FGFR3	Muenke-syndrome,-602849-(3),-Autosomal-dominant;-SADDAN,-616482-(3),-Autosomal-dominant;-Hypochondroplasia,-146000-(3),-Autosomal-dominant;-Thanatophoric-dysplasia,-type-II,-187601-(3),-Autosomal-dominant;-Nevus,-epidermal,-somatic,-162900-(3);-CATSHL-syndrome,-610474-(3),-Autosomal-dominant,-Autosomal-recessive;-Thanatophoric-dysplasia,-type-I,-187600-(3),-Autosomal-dominant;-Spermatocytic-seminoma,-somatic,-273300-(3);-Bladder-cancer,-somatic,-109800-(3);-LADD-syndrome-2,-620192-(3),-Autosomal-dominant;-Achondroplasia,-100800-(3),-Autosomal-dominant;-Cervical-cancer,-somatic,-603956-(3);-Colorectal-cancer,-somatic,-114500-(3);-Crouzon-syndrome-with-acanthosis-nigricans,-612247-(3),-Autosomal-dominant
FGFR4	{Cancer-progression/metastasis}-(3)
FGG	Dysfibrinogenemia,-congenital,-616004-(3),-Autosomal-dominant;-Hypodysfibrinogenemia,-616004-(3),-Autosomal-dominant;-Hypofibrinogenemia,-congenital,-202400-(3),-Autosomal-recessive;-Afibrinogenemia,-congenital,-202400-(3),-Autosomal-recessive
FGL2	Spermatogenic-failure-94,-620850-(3),-Autosomal-recessive
FH	Leiomyomatosis-and-renal-cell-cancer,-150800-(3),-Autosomal-dominant;-Fumarase-deficiency,-606812-(3),-Autosomal-recessive
FHL1	Myopathy,-X-linked,-with-postural-muscle-atrophy,-300696-(3),-X-linked-recessive;-Emery-Dreifuss-muscular-dystrophy-6,-X-linked,-300696-(3),-X-linked-recessive;-?Uruguay-faciocardiomusculoskeletal-syndrome,-300280-(3),-X-linked-recessive;-Scapuloperoneal-myopathy,-X-linked-dominant,-300695-(3),-X-linked-dominant;-Reducing-body-myopathy,-X-linked-1b,-with-late-childhood-or-adult-onset,-300718-(3),-X-linked;-Reducing-body-myopathy,-X-linked-1a,-severe,-infantile-or-early-childhood-onset,-300717-(3),-X-linked-dominant
FHOD3	Cardiomyopathy,-familial-hypertrophic,-28,-619402-(3),-Autosomal-dominant
FIBP	Thauvin-Robinet-Faivre-syndrome,-617107-(3),-Autosomal-recessive
FICD	Spastic-paraplegia-92,-autosomal-recessive,-620911-(3),-Autosomal-recessive
FIG4	Yunis-Varon-syndrome,-216340-(3),-Autosomal-recessive;-?Polymicrogyria,-bilateral-temporooccipital,-612691-(3),-Autosomal-recessive;-Amyotrophic-lateral-sclerosis-11,-612577-(3),-Autosomal-dominant;-Charcot-Marie-Tooth-disease,-type-4J,-611228-(3),-Autosomal-recessive
FIGLA	Premature-ovarian-failure-6,-612310-(3),-Autosomal-dominant,-Autosomal-recessive
FILIP1	Neuromuscular-disorder,-congenital,-with-dysmorphic-facies,-620775-(3),-Autosomal-recessive
FITM2	Siddiqi-syndrome,-618635-(3),-Autosomal-recessive
FKBP10	Osteogenesis-imperfecta,-type-XI,-610968-(3),-Autosomal-recessive;-Bruck-syndrome-1,-259450-(3),-Autosomal-recessive
FKBP14	Ehlers-Danlos-syndrome,-kyphoscoliotic-type,-2,-614557-(3),-Autosomal-recessive
FKBP5	{Major-depressive-disorder-and-accelerated-response-to-antidepressant-drug-treatment},-608516-(3)
FKBP6	Spermatogenic-failure-77,-620103-(3),-Autosomal-recessive
FKRP	Muscular-dystrophy-dystroglycanopathy-(congenital-with-or-without-impaired-intellectual-development),-type-B,-5,-606612-(3),-Autosomal-recessive;-Muscular-dystrophy-dystroglycanopathy-(limb-girdle),-type-C,-5,-607155-(3),-Autosomal-recessive;-Muscular-dystrophy-dystroglycanopathy-(congenital-with-brain-and-eye-anomalies),-type-A,-5,-613153-(3),-Autosomal-recessive
FKTN	Muscular-dystrophy-dystroglycanopathy-(limb-girdle),-type-C,-4,-611588-(3),-Autosomal-recessive;-Muscular-dystrophy-dystroglycanopathy-(congenital-with-brain-and-eye-anomalies),-type-A,-4,-253800-(3),-Autosomal-recessive;-Cardiomyopathy,-dilated,-1X,-611615-(3),-Autosomal-recessive;-Muscular-dystrophy-dystroglycanopathy-(congenital-without-impaired-intellectual-development),-type-B,-4,-613152-(3),-Autosomal-recessive
FLAD1	Lipid-storage-myopathy-due-to-flavin-adenine-dinucleotide-synthetase-deficiency,-255100-(3),-Autosomal-recessive
FLCN	Birt-Hogg-Dube-syndrome,-135150-(3),-Autosomal-dominant;-Colorectal-cancer,-somatic,-114500-(3);-Pneumothorax,-primary-spontaneous,-173600-(3),-Autosomal-dominant;-Renal-carcinoma,-chromophobe,-somatic,-144700-(3)
FLG	Ichthyosis-vulgaris,-146700-(3),-Autosomal-dominant,-Autosomal-recessive;-{Dermatitis,-atopic,-susceptibility-to,-2},-605803-(3),-Autosomal-dominant
FLG2	Peeling-skin-syndrome-6,-618084-(3),-Autosomal-recessive
FLG2,FLG-AS1	Peeling-skin-syndrome-6,-618084-(3),-Autosomal-recessive
FLI1	Bleeding-disorder,-platelet-type,-21,-617443-(3),-Autosomal-dominant,-Autosomal-recessive
FLII	Cardiomyopathy,-dilated,-2J,-620635-(3),-Autosomal-recessive
FLNA	Otopalatodigital-syndrome,-type-II,-304120-(3),-X-linked-dominant;-Intestinal-pseudoobstruction,-neuronal,-300048-(3),-X-linked-recessive;-Cardiac-valvular-dysplasia,-X-linked,-314400-(3),-X-linked;-?FG-syndrome-2,-300321-(3),-X-linked;-Melnick-Needles-syndrome,-309350-(3),-X-linked-dominant;-Terminal-osseous-dysplasia,-300244-(3),-X-linked-dominant;-Congenital-short-bowel-syndrome,-300048-(3),-X-linked-recessive;-Otopalatodigital-syndrome,-type-I,-311300-(3),-X-linked-dominant;-Heterotopia,-periventricular,-1,-300049-(3),-X-linked-dominant;-Frontometaphyseal-dysplasia-1,-305620-(3),-X-linked-recessive
FLNB	Larsen-syndrome,-150250-(3),-Autosomal-dominant;-Atelosteogenesis,-type-I,-108720-(3),-Autosomal-dominant;-Atelosteogenesis,-type-III,-108721-(3),-Autosomal-dominant;-Spondylocarpotarsal-synostosis-syndrome,-272460-(3),-Autosomal-recessive;-Boomerang-dysplasia,-112310-(3),-Autosomal-dominant
FLNC	Cardiomyopathy,-familial-dilated,-1PP,-617047-(3),-Autosomal-dominant;-Cardiomyopathy,-familial-hypertrophic,-26,-617047-(3),-Autosomal-dominant;-Arrhythmogenic-right-ventricular-dysplasia,-familial,-617047-(3),-Autosomal-dominant;-Cardiomyopathy,-familial-restrictive-5,-617047-(3),-Autosomal-dominant;-Myopathy,-distal,-4,-614065-(3),-Autosomal-dominant;-Myopathy,-myofibrillar,-5,-609524-(3),-Autosomal-dominant
FLRT3	Hypogonadotropic-hypogonadism-21-with-anosmia,-615271-(3),-Autosomal-dominant
FLT3	Leukemia,-acute-lymphoblastic,-somatic,-613065-(3);-Leukemia,-acute-myeloid,-reduced-survival-in,-somatic,-601626-(3);-Leukemia,-acute-myeloid,-somatic,-601626-(3)
FLT3LG	?Immunodeficiency-125,-620926-(3),-Autosomal-recessive
FLT4	Hemangioma,-capillary-infantile,-somatic,-602089-(3);-Lymphatic-malformation-1,-153100-(3),-Autosomal-dominant;-Congenital-heart-defects,-multiple-types,-7,-618780-(3),-Autosomal-dominant
FLVCR1	Retinopathy-sensory-neuropathy-syndrome,-609033-(3),-Autosomal-recessive;-Neurodevelopmental-disorder-with-microcephaly,-absent-speech,-and-hypotonia,-621060-(3),-Autosomal-recessive
FLVCR2	Cone-rod-dystrophy-19,-615860-(3),-Autosomal-recessive
FLVCR2	Proliferative-vasculopathy-and-hydranencephaly-hydrocephaly-syndrome,-225790-(3),-Autosomal-recessive
FMN2	Intellectual-developmental-disorder,-autosomal-recessive-47,-616193-(3),-Autosomal-recessive
FMO3	Trimethylaminuria,-602079-(3),-Autosomal-recessive
FMR1	Fragile-X-tremor/ataxia-syndrome,-300623-(3),-X-linked-dominant;-Fragile-X-syndrome,-300624-(3),-X-linked-dominant;-Premature-ovarian-failure-1,-311360-(3),-X-linked
FN1	AICA-ribosiduria-due-to-ATIC-deficiency,-608688-(3),-Autosomal-recessive
FN1	Spondylometaphyseal-dysplasia,-corner-fracture-type,-184255-(3),-Autosomal-dominant;-Glomerulopathy-with-fibronectin-deposits-2,-601894-(3),-Autosomal-dominant
FNIP1	Immunodeficiency-93-and-hypertrophic-cardiomyopathy,-619705-(3),-Autosomal-recessive
FOCAD	Liver-disease,-severe-congenital,-619991-(3),-Autosomal-recessive
FOLR1	Neurodegeneration-due-to-cerebral-folate-transport-deficiency,-613068-(3),-Autosomal-recessive
FOSL2	Aplasia-cutis-enamel-dysplasia-syndrome,-620789-(3),-Autosomal-dominant
FOXC1	Axenfeld-Rieger-syndrome,-type-3,-602482-(3),-Autosomal-dominant;-Anterior-segment-dysgenesis-3,-multiple-subtypes,-601631-(3),-Autosomal-dominant
FOXC2	Lymphedema-distichiasis-syndrome,-153400-(3),-Autosomal-dominant;-Lymphedema-distichiasis-syndrome-with-renal-disease-and-diabetes-mellitus,-153400-(3),-Autosomal-dominant
FOXD3	{Autoimmune-disease,-susceptibility-to,-1},-607836-(3),-Autosomal-dominant
FOXE1	Bamforth-Lazarus-syndrome,-241850-(3),-Autosomal-recessive;-{Thyroid-cancer,-nonmedullary,-4},-616534-(3),-Autosomal-dominant
FOXE3	Anterior-segment-dysgenesis-2,-multiple-subtypes,-610256-(3),-Autosomal-recessive;-{Aortic-aneurysm,-familial-thoracic-11,-susceptibility-to},-617349-(3),-Autosomal-dominant;-Cataract-34,-multiple-types,-612968-(3),-Autosomal-recessive
FOXF1	Alveolar-capillary-dysplasia-with-misalignment-of-pulmonary-veins,-265380-(3),-Autosomal-dominant
FOXG1	Rett-syndrome,-congenital-variant,-613454-(3),-Autosomal-dominant
FOXI1	Enlarged-vestibular-aqueduct,-600791-(3),-Autosomal-recessive
FOXI3	Craniofacial-microsomia-2,-620444-(3),-Autosomal-dominant,-Autosomal-recessive
FOXJ1	Ciliary-dyskinesia,-primary,-43,-618699-(3),-Autosomal-dominant
FOXL1	Otosclerosis-11,-620576-(3),-Autosomal-dominant
FOXL2	Premature-ovarian-failure-3,-608996-(3),-Autosomal-dominant;-Blepharophimosis,-epicanthus-inversus,-and-ptosis,-types-1-and-2,-110100-(3),-Autosomal-dominant,-Autosomal-recessive
FOXN1	T-cell-lymphopenia,-infantile,-with-or-without-nail-dystrophy,-autosomal-dominant,-618806-(3),-Autosomal-dominant;-T-cell-immunodeficiency,-congenital-alopecia,-and-nail-dystrophy,-601705-(3),-Autosomal-recessive;-?T-cell-immunodeficiency-with-thymic-aplasia,-242700-(3),-Autosomal-recessive
FOXO1	Rhabdomyosarcoma,-alveolar,-268220-(3),-Somatic-mutation
FOXP1	Intellectual-developmental-disorder-with-language-impairment-with-or-without-autistic-features,-613670-(3),-Autosomal-dominant
FOXP2	Speech-language-disorder-1,-602081-(3),-Autosomal-dominant
FOXP3	Immunodysregulation,-polyendocrinopathy,-and-enteropathy,-X-linked,-304790-(3),-X-linked-recessive
FOXRED1	Mitochondrial-complex-I-deficiency,-nuclear-type-19,-618241-(3),-Autosomal-recessive
FPGT-TNNI3K	Cardiac-conduction-disease-with-or-without-dilated-cardiomyopathy,-616117-(3),-Autosomal-dominant
FPGT-TNNI3K,TNNI3K	Cardiac-conduction-disease-with-or-without-dilated-cardiomyopathy,-616117-(3),-Autosomal-dominant
FRA10AC1	Neurodevelopmental-disorder-with-growth-retardation,-dysmorphic-facies,-and-corpus-callosum-abnormalities,-620113-(3),-Autosomal-recessive
FRAS1	Fraser-syndrome-1,-219000-(3),-Autosomal-recessive
FREM1	Manitoba-oculotrichoanal-syndrome,-248450-(3),-Autosomal-recessive;-Bifid-nose-with-or-without-anorectal-and-renal-anomalies,-608980-(3),-Autosomal-recessive;-Trigonocephaly-2,-614485-(3),-Autosomal-dominant
FREM2	Fraser-syndrome-2,-617666-(3),-Autosomal-recessive;-Cryptophthalmos,-unilateral-or-bilateral,-isolated,-123570-(3),-Autosomal-recessive
FRMD4A	?Corpus-callosum,-agenesis-of,-with-facial-anomalies-and-cerebellar-ataxia,-616819-(3),-Autosomal-recessive
FRMD5	Neurodevelopmental-disorder-with-eye-movement-abnormalities-and-ataxia,-620094-(3),-Autosomal-dominant
FRMD7	Nystagmus,-infantile-periodic-alternating,-X-linked,-310700-(3),-X-linked;-Nystagmus-1,-congenital,-X-linked,-310700-(3),-X-linked
FRMPD4	Intellectual-developmental-disorder,-X-linked-104,-300983-(3),-X-linked
FRRS1L	Developmental-and-epileptic-encephalopathy-37,-616981-(3),-Autosomal-recessive
FRYL	Pan-Chung-Bellen-syndrome,-621049-(3),-Autosomal-dominant
FRZB	{Osteoarthritis-susceptibility-1},-165720-(3),-Multifactorial
FSBP	Colon-cancer,-somatic,-114500-(3);-Lymphoma,-non-Hodgkin,-somatic,-605027-(3)
FSBP,RAD54B	Colon-cancer,-somatic,-114500-(3);-Lymphoma,-non-Hodgkin,-somatic,-605027-(3)
FSCN2	Retinitis-pigmentosa-30,-607921-(3)
FSHB	Hypogonadotropic-hypogonadism-24-without-anosmia,-229070-(3),-Autosomal-recessive
FSHR	Ovarian-hyperstimulation-syndrome,-608115-(3),-Autosomal-dominant;-Ovarian-dysgenesis-1,-233300-(3),-Autosomal-recessive
FSIP2	Spermatogenic-failure-34,-618153-(3),-Autosomal-recessive
FTCD	Glutamate-formiminotransferase-deficiency,-229100-(3),-Autosomal-recessive
FTCD-AS1	Glutamate-formiminotransferase-deficiency,-229100-(3),-Autosomal-recessive
FTH1	Macular-dystrophy,-vitelliform,-2,-153700-(3),-Autosomal-dominant;-Retinitis-pigmentosa-50,-613194-(3);-?Microcornea,-rod-cone-dystrophy,-cataract,-and-posterior-staphyloma-2,-193220-(3),-Autosomal-dominant;-Retinitis-pigmentosa,-concentric,-613194-(3);-Vitreoretinochoroidopathy,-193220-(3),-Autosomal-dominant;-Bestrophinopathy,-autosomal-recessive,-611809-(3)
FTH1	Neurodegeneration-with-brain-iron-accumulation-9,-620669-(3),-Autosomal-dominant;-?Hemochromatosis,-type-5,-615517-(3),-Autosomal-dominant
FTL	Glycogen-storage-disease-0,-muscle,-611556-(3),-Autosomal-recessive
